('Sharonville Police Department', 2)
("DeSoto Parish Sheriff's Office", 2)
('Reynoldsburg Police Department', 2)
('Heber City Police Department', 2)
('University City Police Department, Bridgeton Police Department', 2)
('Mount Holly Police Department', 2)
("Calloway (KY) County Sheriff's Office", 2)
("Tyler Police Department, Smith County Sheriff's Office", 2)
("Woodbury County Sheriff's Office", 2)
('Kilgore Police Department', 2)
('Topsham Police Department', 2)
('Henderson Police Department, Evansville Police Department', 2)
('Heartland Behavioral Healthcare Police Department', 2)
("Ross County Sheriff's Office", 2)
('Issaquah Police Department', 2)
('U.S. Federal Bureau of Investigation, Houston Police Department', 2)
("Bladen County Sheriff's Office", 2)
('Millville Police Department', 2)
('Pickerington Police Department', 2)
('Yukon Police Department', 2)
("Burleson County Sheriff's Office", 2)
('Lehigh Township Police Department', 2)
('Missouri Department of Corrections', 2)
("Cleburne County Sheriff's Office", 2)
("Los Angeles Sheriff's Department", 2)
('Copperas Cove Police Department', 2)
('Oakley Police Department', 2)
("Washington Parish Sheriff's Office", 2)
('Ypsilanti Police Department', 2)
('Dallas Area Rapid Transit Police Department', 2)
('Cleveland Clinic Police Department', 2)
('Fort Dodge Police Department', 2)
('Rio Grande City Police Department', 2)
('Galion Police Department', 2)
('Muskegon Police Department', 2)
('Seguin Police Department', 2)
('Waycross Police Department', 2)
("Chester County Sheriff's Office", 2)
("Plumas County Sheriff's Office", 2)
('Duncanville Police Department', 2)
('Westerville Police Department', 2)
('Evanston Police Department', 2)
("Tooele County Sheriff's Office", 2)
('Poughkeepsie Police Department', 2)
('Yonkers Police Department', 2)
("Erath County Sheriff's Office", 2)
('Clearfield Police Department', 2)
("Austin County Sheriff's Office", 2)
('Moss Point Police Department', 2)
('Milwaukie Police Department', 2)
("Platte County Sheriff's Office, Kansas City Police Department, Missouri State Highway Patrol", 2)
('Flint Township Police Department', 2)
('Hedwig Village Police Department', 2)
('Crowley Police Department', 2)
('St. George Police Department', 2)
('Southwest Regional Police Department', 2)
('Grants Pass Department of Public Safety', 2)
('New London Police Department', 2)
('Paramus Police Department', 2)
("Clare County Sheriff's Office", 2)
("Callaway County Sheriff's Office", 2)
('Philadelphia Police Department, U.S. Federal Bureau of Investigation', 2)
('England Police Department', 2)
("McCracken County Sheriff's Office", 2)
('Linden Police Department', 2)
('White Oak Police Department', 2)
('U.S. Marshals Service, Tampa Police Department', 2)
("Eau Claire Police Department, Eau Claire County Sheriff's Office", 2)
('Sidney Police Department', 2)
("Cochise County Sheriff's Office", 2)
('Trinidad Police Department', 2)
('Greece Police Department', 2)
('Kokomo Police Department', 2)
('Hanging Rock Police Department, Coal Grove Police Department', 2)
("Yamhill County Sheriff's Office", 2)
('Plantation Police Department', 2)
('Vincennes Police Department', 2)
('Manila Police Department', 2)
('Cornelius Police Department', 2)
('Terrell Police Department', 2)
('Scottsdale Police Department, Phoenix Police Department', 2)
('Hendersonville Police Department', 2)
('Fairbanks Police Department, Alaska State Troopers', 2)
('Alaska State Troopers, Fairbanks Police Department', 2)
('Sand City Police Department', 2)
("Niagara County Sheriff's Office", 2)
('Casselberry Police Department', 2)
('Southeastern Pennsylvania Transportation Authority Transit Police Department', 2)
('Seagoville Police Department', 2)
('Deming Police Department', 2)
('Rainbow City Police Department', 2)
("Iredell County Sheriff's Office", 2)
("Loudon County Sheriff's Office", 2)
('Piedmont Police Department', 2)
("McPherson County Sheriff's Office", 2)
('Temecula Police Department', 2)
('Weirton Police Department', 2)
("Hot Spring County Sheriff's Office", 2)
("Boone Police Department, Boone County Sheriff's Office", 2)
("Pickaway County Sheriff's Office", 2)
('North Royalton Police Department', 2)
('Brookville Police Department', 2)
("Montrose County Sheriff's Office", 2)
('East Haven Police Department', 2)
('Oglala Sioux Tribe Department of Public Safety', 2)
('Tama Police Department', 2)
("Colquitt County Sheriff's Office", 2)
("Butts County Sheriff's Office", 2)
("Crockett County Sheriff's Office", 2)
("Person County Sheriff's Office", 2)
("Napa Police Department, Napa County Sheriff's Office", 2)
('Santa Paula Police Department', 2)
("Barbour County Sheriff's Office, Eufaula Police Department.", 2)
('West Sacramento Police Department', 2)
('Cary Police Department', 2)
("Iowa County Sheriff's Office", 2)
('Mill Creek Police Department', 2)
("Barber County Sheriff's Office", 2)
('Flatwoods Police Department, Bellefonte Police Department, Russell Police Department', 2)
('Fernandina Beach Police Department', 2)
('Covina Police Department', 2)
('Atchison Police Department', 2)
("Lindsay Police Department, Tulare County Sheriff's Office, California Highway Patrol", 2)
('Helena-West Helena Police Department', 2)
('San Antonio Park Police Department', 2)
("Leon County Sheriff's Office", 2)
('Crest Hill Police Department', 2)
("Pittsburg County Sheriff's Office", 2)
('Mississippi Department of Wildlife Fisheries and Parks', 2)
('Dalton Police Department', 2)
("Bath County Sheriff's Office", 2)
('Middleburg Heights Police Department', 2)
('Creston Police Department', 2)
('South Burlington Police Department', 2)
('Ramapo Police Department', 2)
('Soddy-Daisy Police Department', 2)
("Meigs County Sheriff's Office", 2)
("Lenoir County Sheriff's Office", 2)
("Walton County Sheriff's Office, Defuniak Springs Police Department", 2)
('Arkansas Department of Corrections', 2)
("Garvin County Sheriff's Office", 2)
('San Juan Police Department', 2)
("St.Tammany Parish Sheriff's Office", 2)
('Dumas Police Department', 2)
("U.S. Customs and Border Protection, San Diego Police Department, California Parks & Recreation, San Diego County Sheriff's Office", 2)
("Arlington County Sheriff's Office", 2)
("Crittenden County Sheriff's Office, Arkansas State Police", 2)
('Collegedale Police Department', 2)
('Chester Housing Authority Police', 2)
('Cartersville Police Department', 2)
("Choctaw County Sheriff's Office", 2)
("Elmore County Sheriff's Office, Wetumpka Police Department", 2)
('Corrigan Police Department', 2)
('Lawrenceville Police Department', 2)
("Whatcom County Sheriff's Office, U.S. Border Patrol", 2)
('St. Louis Metropolitan Police Department, U.S. Marshals Service', 2)
("Murray County Sheriff's Office", 2)
('Mahwah Police Department', 2)
('Sunnyside Police Department', 2)
('Glendora Police Department', 2)
('Richland Police Department', 2)
("Solano County Sheriff's Office, California Highway Patrol", 2)
("Grady County Sheriff's Office", 2)
('University of California - Berkeley Police', 2)
('Brownstown Police Department', 2)
('Lower Paxton Township Police Department', 2)
("Deschutes County Sheriff's Office", 2)
('Montana Highway Patrol', 2)
('Weare Police Department', 2)
('East Pittsburgh Police Department', 2)
('San Luis Police Department', 2)
("Manitowoc County Sheriff's Office", 2)
('Tullahoma Police Department', 2)
('Mooresville Police Department', 2)
('Shannon Police Department', 2)
("Montgomery County Sheriff's Office, U.S. Marshals Service, Houston Police Department", 2)
("Red Bluff Police Department, Tehama County Sheriff's Office", 2)
('Greencastle Police Department', 2)
("Gonzales County Sheriff's Office", 2)
("Ramsey County Sheriff's Office", 2)
('Rosenberg Police Department', 2)
('Essex County Department of Corrections', 2)
('Muscatine Police Department', 2)
('Columbus Division of Police, Upper Arlington Police Department', 2)
('East Hempfield Township Police Department', 2)
("Rockbridge County Sheriff's Office, Virginia State Police", 2)
("Del Norte County Sheriff's Office", 2)
('Seminole Tribal Police Department', 2)
('Denville Police Department', 2)
("Rancho Cordova Police Department, Sacramento County Sheriff's Office", 2)
('Auburn Hills Police Department', 2)
('Harbor Police Department', 2)
('Childersburg Police Department', 2)
('Normandy Police Department', 2)
("Johnston County Sheriff's Office", 2)
('Leland Police Department', 2)
('London Police Department', 2)
('Duquesne Police Department', 2)
('Humboldt Police Department', 2)
("East Feliciana Parish Sheriff's Office", 2)
("California Highway Patrol, Sacramento County Sheriff's Office", 2)
("Payson Police Department, Utah County Sheriff's Office", 2)
("Yolo County Sheriff's Office", 2)
("Rock Island County Sheriff's Office", 2)
('Brook Park Police Department', 2)
("Stephens County Sheriff's Office", 2)
('Valentine Police Department', 2)
("Vernon Parish Sheriff's Office", 2)
("Sangamon County Sheriff's Office", 2)
('Keene Police Department', 2)
('Bell Police Department', 2)
('Roosevelt Police Department', 2)
('Gibraltar Police Department', 2)
('Cottage Grove Police Department', 2)
('University of North Dakota - Grand Forks Police', 2)
('Mineral Wells Police Department', 2)
('University of Oklahoma Health Sciences Center Police Department', 2)
("Bulloch County Sheriff's Office", 2)
('Parker Police Department', 2)
('Boone Police Department', 2)
('California Parks & Recreation', 2)
('Barnwell Police Department', 2)
("Collin County Sheriff's Office", 2)
('Pittston Police Department', 2)
('South Ogden Police Department', 2)
('Montrose Police Department', 2)
("Green County Sheriff's Office", 2)
('Bath Township Police Department', 2)
('Galt Police Department', 2)
("Chesterfield County Sheriff's Office", 2)
('West Virginia State Police, U.S. Marshals Service', 2)
('Avondale Estates Police Department', 2)
('Conyers Police Department', 2)
('South Houston Police Department', 2)
("Roswell Police Department, Chaves County Sheriff's Office", 2)
('Show Low Police Department', 2)
('Ottawa Police Department', 2)
('Missouri State Corrections Officer', 2)
('West Terre Haute Police Department', 2)
('New York State Court Officers', 2)
('Culpeper Police Department', 2)
('Powell Police Department', 2)
('Cedar Park Police Department', 2)
("Lake Charles Police Department, Calcasieu Parish Sheriff's Office", 2)
('Bayonne Police Department', 2)
("Stanislaus County Sheriff's Office, Modesto Police Department", 2)
('DeRidder Police Department', 2)
('Apple Valley Police Department', 2)
("Tuolumne County Sheriff's Office", 2)
('Elsmere Police Department', 2)
("Oldham County Sheriff's Office", 2)
('Roeland Park Police Department', 2)
('Indianapolis Metropolitan Police Department, Lawrence Police Department', 2)
('Altavista Police Department', 2)
("Beckham County Sheriff's Office", 2)
('Middlebury Police Department', 2)
('Woodruff Police Department', 2)
('Binghamton Police Department', 2)
("Dothan Police Department, Houston County Sheriff's Office", 2)
('Hearne Police Department', 2)
('Arnold Police Department', 2)
("Bastrop County Sheriff's Office", 2)
('Maumee Police Department', 2)
('Warrensburg Police Department', 2)
('Lone Tree Police Department', 2)
('Delaware River Port Authority', 2)
("Okfuskee County Sheriff's Office", 2)
('Marengo Police Department', 2)
('Brookhaven Police Department', 2)
("Webster Parish Sheriff's Office", 2)
('Missouri City Police Department', 2)
('Westwego Police Department', 2)
('Mississippi Highway Patrol', 2)
('Oak Park Police Department', 2)
('Sharon Police Department', 2)
('Pigeon Forge Police Department', 2)
('Gorham Police Department', 2)
("Hopkins County Sheriff's Office", 2)
("Colusa County Sheriff's Office, Colusa Police Department", 2)
('Posen Police Department', 2)
("Hamblen County Sheriff's Office", 2)
('Yale Police Department', 2)
("St. Helena Parish Sheriff's Office", 2)
('Longboat Key Police Department', 2)
('Juneau Police Department', 2)
("Ashe County Sheriff's Office", 2)
('Conway Police Department', 2)
('Racine Police Department', 2)
("Corydon Police Department, Irvington Police Department, Brandenburg Police Department, Breckinridge County Sheriff's Office, Harrison County Sheriff's Office", 2)
('Moses Lake Police Department', 2)
('Cypress Police Department', 2)
('Coldwater Police Department', 2)
('Sun Prairie Police Department', 2)
('Arab Police Department', 2)
('Cincinnati Police Department, U.S. Bureau of Alcohol Tobacco Firearms and Explosives', 2)
("Calvert County Sheriff's Office", 2)
('Las Vegas Police Department', 2)
('U.S. Immigration and Naturalization Service', 2)
("Michigan State Police, Cass County Sheriff's Office", 2)
('Riesel Police Department, Mart Police Department', 2)
('Kinloch Police Department, Woodson Terrace Police Department', 2)
('Pooler Police Department, Bloomingdale Police Department', 2)
('Citronelle Police Department', 2)
("Vernon County Sheriff's Office", 2)
('Cozad Police Department, Lexington Police Department', 2)
("Craig County Sheriff's Office", 2)
('Pennsylvania State Constable', 2)
('Toccoa Police Department', 2)
('New Berlin Police Department', 2)
('Collins Police Department, Mississippi Highway Safety Patrol', 2)
('Daytona Beach Shores Police Department', 2)
('Upper Merion Township Police Department', 2)
('Eaton Rapids Police Department, Michigan State Police', 2)
('Palos Hills Police Department', 2)
("Pottawattamie County Sheriff's Office", 2)
('California Highway Patrol, U.S. Customs and Border Protection', 2)
("Evangeline Parish Sheriff's Office", 2)
('Bedford Park Police Department', 2)
("Talladega County Sheriff's Office", 2)
("Jefferson County Sheriff's Office, Birmingham Police Department, Alabama Department of Public Safety", 2)
('Philadelphia Police Department, U.S. Drug Enforcement Administration', 2)
("Oklahoma County Sheriff's Office, U.S. Marshals Service", 2)
("Sparks Police Department, Washoe County Sheriff's Office", 2)
("Weaver Police Department, Jacksonville State University Police Department, Jacksonville Police Department, Calhoun County Sheriff's Office", 2)
('Easton Police Department', 2)
('Caseyville Police Department', 2)
('Grand Blanc Township Police Department', 2)
('Branson Police Department', 2)
("Butte-Silver Bow County Sheriff's Office", 2)
('Commerce Police Department', 2)
('McColl Police Department', 2)
("Arkansas State Police, Baxter County Sheriff's Office", 2)
('Penn State University Police Department', 2)
("Tate County Sheriff's Office", 2)
('Choctaw Police Department', 2)
('Green Cove Springs Police Department', 2)
('Bellmead Police Department', 2)
("Caroline County Sheriff's Office", 2)
('Altamonte Springs Police Department', 2)
("Rhea County Sheriff's Office", 2)
('Chaffee Police Department', 2)
("Paradise Police Department, Butte County Sheriff's Office", 2)
("Baxter County Sheriff's Office", 2)
('Neosho Police Department', 2)
('Beverly Police Department', 2)
('Wharton Police Department', 2)
("Phelps County Sheriff's Office", 2)
("San Benito County Sheriff's Office", 2)
("South Pittsburg Police Department (TN), Stevenson Police Department, Scottsboro Police Department, Jackson County Sheriff's Office, Powell Police Department, Section Police Department, Rainsville Police Department", 2)
("Lehigh County Sheriff's Office, Tatamy Police Department", 2)
('California Department of Fish and Wildlife', 2)
('Duncan Police Department', 2)
('Kosciusko Police Department', 2)
('Colbert Police Department', 2)
('Hope Mills Police Department', 2)
('Crandall Police Department', 2)
('Coral Springs Police Department', 2)
("Rowan County Sheriff's Office", 2)
("Ionia County Sheriff's Office, Michigan State Police", 2)
('Ohio Department of Natural Resources', 2)
('Helper Police Department', 2)
("Montgomery County Constable's Office Precinct 4", 2)
('New Mexico State Police, Navajo Nation Police, U.S. Bureau of Indian Affairs', 2)
('Hutchinson Police Department', 2)
('Dekalb County Police Department', 2)
("Alabama Department of Public Safety, Carroll County (GA) Sheriff's Office", 2)
("Kanabec County Sheriff's Office", 2)
("Aitkin County Sheriff's Office", 2)
('Spring Garden Township Police Department', 2)
('Eagar Police Department', 2)
('Phoenix Police Department, Glendale Police Department', 2)
('Friendswood Police Department', 2)
('Wausau Police Department', 2)
('Ponca City Police Department', 2)
('Apple Valley Police Department, Burnsville Police Department', 2)
("McClain County Sheriff's Office", 2)
("Cambria Township Police Department, Cambria County Sheriff's Office", 2)
('Los Alamitos Police Department', 2)
('Northwood Police Department', 2)
('Yukon Police Department, Oklahoma Highway Patrol', 2)
('Kingston Police Department', 2)
('Topeka Police Department, Kansas Highway Patrol', 2)
('Flowood Police Department', 2)
('Baltimore County Police Department, Baltimore Police Department', 2)
("Missouri State Highway Patrol, Webster County Sheriff's Office", 2)
('Alice Police Department', 2)
('Markham Police Department', 2)
('Milan Police Department', 2)
("Scotts Bluff County Sheriff's Office", 2)
('Ponchatoula Police Department', 2)
('Coralville Police Department', 2)
("Sheboygan County Sheriff's Office", 2)
('Swissvale Police Department', 2)
('Palmer Township Police Department, Wilson Police Department', 2)
("Davis County Sheriff's Office", 2)
("Beatrice Police Department, Gage County Sheriff's Office", 2)
("Vancouver Police Department, Clark County Sheriff's Office", 2)
("Bosque County Sheriff's Office", 2)
('Portales Police Department', 2)
('Gardner Police Department', 2)
('Abington Township Police Department', 2)
('Foley Police Department', 2)
('Shafter Police Department', 2)
('La Marque Police Department', 2)
('Memorial Villages Police Department', 2)
("Muscogee County Sheriff's Office", 2)
("Washtenaw County Sheriff's Office", 2)
('Novato Police Department', 2)
('Colfax Police Department', 2)
('Dartmouth Police Department', 2)
('Archdale Police Department', 2)
('U.S. Federal Bureau of Investigation, Texas Department of Public Safety', 2)
("Peoria County Sheriff's Office", 2)
('Corinth Police Department', 2)
('Henrico County Division of Police, Richmond Police Department', 2)
('Radcliff Police Department', 2)
('Clover Police Department', 2)
('Sedro-Woolley Police Department', 2)
("Pickaway County Sheriff's Office, Circleville Police Department", 2)
("Westminster Police Department, Adams County Sheriff's Office", 2)
('University of Wisconsin - Madison Police Department', 2)
("Gallatin Police Department, Sumner County Sheriff's Office", 2)
('Fairlawn Police Department', 2)
('Fultondale Police Department', 2)
('LaGrange Police Department', 2)
('Cornelius Police Department, Forest Grove Police Department', 2)
("California Highway Patrol, Monterey County Sheriff's Office", 2)
('Robinson Police Department', 2)
('Pawnee Police Department', 2)
('Beaufort Police Department', 2)
('Rolla Police Department', 2)
("West Melbourne Police Department, Brevard County Sheriff's Office", 2)
('Beavercreek Police Department', 2)
("Scott County Sheriff's Office, Princeton Police Department", 2)
('North Courtland Police Department', 2)
('Burlingame Police Department', 2)
("Olmsted County Sheriff's Office", 2)
('Vinton Police Department', 2)
('Bainbridge Island Police Department', 2)
("Sonoma County Sheriff's Office, California Highway Patrol", 2)
('Brookfield Police Department', 2)
("Titus County Sheriff's Office", 2)
("Dale County Sheriff's Office", 2)
('Framingham Police Department', 2)
('Hamburg Police Department, Pennsylvania State Police', 2)
('Hilliard Police Department', 2)
("Augusta County Sheriff's Office", 2)
("Bergen County Sheriff's Office", 2)
('Apopka Police Department', 2)
('Copley Police Department', 2)
('La Mesa Police Department', 2)
('Moultrie Police Department', 2)
('St. Pete Beach Police Department', 2)
('River Hills Police Department', 2)
("Imlay City Police Department, Almont Police Department, Dryden Police Department, Lapeer County Sheriff's Office, Michigan State Police", 2)
("Ascension Parish Sheriff's Office", 2)
('Pulaski Police Department', 2)
('Riley County Police Department, Junction City Police Department', 2)
("Catoosa County Sheriff's Office", 2)
('Grass Valley Police Department', 2)
('Columbia Falls Police Department', 2)
('Azle Police Department', 2)
('Orange Cove Police Department', 2)
('Poplar Bluff Police Department', 2)
('Bentonville Police Department', 2)
('Alexander Police Department', 2)
("Vanderburgh County Sheriff's Office", 2)
('Colorado River Tribal Police Department', 2)
('Frankfort Police Department', 2)
('Bladensburg Police Department', 2)
('U.S. Marshals Service, U.S. Federal Bureau of Investigation', 2)
('Willimantic Police Department', 2)
('U.S. Federal Bureau of Investigation, U.S. Marshals Service', 2)
("Coshocton County Sheriff's Office", 2)
("Grand County Sheriff's Office", 2)
("Montgomery County Sheriff's Office, Christiansburg Police Department", 2)
