Andover Police Department, SD,1
Houston Borough Police Department, PA,1
Osseo Police Department, MN,1
Harrison County Constable's Office - Precinct 3, TX,1
Knox County Sheriff's Department, TX,1
Denver and Rio Grande Western Railroad Police Department, RR,1
Washington County Sheriff's Department, IL,1
Mineral County Sheriff's Office, WV,1
Batavia Marshal's Office, IA,1
Memphis Juvenile Court, TN,1
Seward Police Department, AK,1
Wayland Police Department, KY,1
Campbell County Sheriff's Office, KY,1
Osceola Police Department, IA,1
Henderson County Constable's Office - Precinct 1, TX,1
Quinton Police Department, OK,1
Henderson County Sheriff's Department, TN,1
Churchill County Sheriff's Office, NV,1
Terrell County Sheriff's Department, TX,1
Cooter Police Department, MO,1
Brewster County Sheriff's Office, TX,1
West Wyoming Borough Police Department, PA,1
Wyoming Borough Police Department, PA,1
Colerain Township Police Department, OH,1
Fresno County Constable's Office - Fresno Judicial District, CA,1
Chicago, Terre Haute and Southeastern Railroad Police Department, RR,1
Sulphur Police Department, LA,1
Palmer Police Department, MA,1
Pine Grove Police Department, WV,1
United States Department of Health and Human Services - Public Health Service, US,1
Cullman County Sheriff's Department, AL,1
Madison County Constable's Office, KY,1
Aberdeen Police Department, SD,1
Richmond County Police Department, GA,1
Sterling Police Department, MA,1
Smith County Sheriff's Office, KS,1
Sherburne County Sheriff's Department, MN,1
Boulder County Sheriff's Office, CO,1
Independence Police Department, KS,1
West Tampa Police Department, FL,1
Tama County Sheriff's Office, IA,1
Nobles County Sheriff's Office, MN,1
Maple Heights Police Department, OH,1
Ridgefield Park Police Department, NJ,1
United States Department of Justice, US,1
Homewood Police Department, IL,1
Elmhurst Police Department, IL,1
Burlington County Sheriff's Department, NJ,1
Pushmataha County Sheriff's Office, OK,1
Saluda County Sheriff's Office, SC,1
Rome Police Department, NY,1
Sour Lake Police Department, TX,1
Elk County Sheriff's Office, KS,1
Dallas Marshal's Office, SD,1
Winnemucca Police Department, NV,1
Lawtey Police Department, FL,1
Amite Police Department, LA,1
Wakefield Police Department, MA,1
Etna Borough Police Department, PA,1
Coweta County Sheriff's Office, GA,1
Tarrant County Convict Camp, TX,1
Benton Police Department, MO,1
Mount Carmel Borough Police Department, PA,1
Pennsylvania State Constable - Perry County, PA,1
Scotch Plains Police Department, NJ,1
Lackawanna County Sheriff's Office, PA,1
Kenmare Police Department, ND,1
Fanwood Police Department, NJ,1
Pennsylvania State Constable - Chester County, PA,1
Ellis Police Department, KS,1
Treasure County Sheriff's Office, MT,1
Leola Police Department, SD,1
Gas City Marshal's Office, KS,1
Van Zandt County Constable's Office - Precinct 1, TX,1
Dormont Borough Police Department, PA,1
Benwood Police Department, WV,1
Linn County Sheriff's Department, MO,1
West Hoboken Police Department, NJ,1
Logan County Sheriff's Office, CO,1
Newberg Police Department, OR,1
Prince William County Circuit Court, VA,1
Neville Township Police Department, PA,1
Long Prairie Police Department, MN,1
St. Louis Southwestern Railroad Police Department, RR,1
Lackawanna Railroad Police Department, RR,1
Bourbon County Sheriff's Office, KS,1
Oolitic Police Department, IN,1
Lyle Police Department, MN,1
Colorado Mounted Rangers, CO,1
Fairfield Township Police Department, OH,1
Eureka Police Department, KS,1
Miamisburg Police Department, OH,1
Oregon State Traffic Division, OR,1
Pascola Police Department, MO,1
University of Kentucky Police Department, KY,1
Webster Groves Police Department, MO,1
Bassett Police Department, VA,1
Pittsburgh and Lake Erie Railroad Police Department, RR,1
Columbia Borough Police Department, PA,1
Raton Police Department, NM,1
Greenfield Township Police Department, MI,1
Scottsbluff Police Department, NE,1
Iron City Police Department, GA,1
Freeport Police Department, IL,1
Zillah Police Department, WA,1
Princeville Police Department, NC,1
Madison Police Department, IL,1
Madera County State Traffic Force, CA,1
Jackson County Sheriff's Office, AR,1
United States War Department - Muscle Shoals Nitrate Plant Police, US,1
Ludowici Police Department, GA,1
Geneva Police Department, NY,1
Trimble County Sheriff's Office, KY,1
Georgia Railroad Police Department, RR,1
Woodbury Police Department, GA,1
Marlboro County Sheriff's Office, SC,1
Stowe Township Police Department, PA,1
Delaware County Sheriff's Office, OH,1
Frankfort Police Department, IL,1
Upland Police Department, IN,1
Jackson Parish Sheriff's Department, LA,1
Patchogue Police Department, NY,1
Fayette County Constable's Office, TN,1
West Newton Borough Police Department, PA,1
Lake Park Police Department, FL,1
Minden Police Department, NE,1
Cromwell Police Department, OK,1
Hart County Board of Commissioners, GA,1
Perkins County Sheriff's Office, NE,1
Fresno County Constable's Office - Kingsburg Judicial District, CA,1
Somerset County Sheriff's Office, MD,1
Greene County Sheriff's Office, MS,1
Oxford Village Police Department, MI,1
Bedford Town Police Department, NY,1
Camp Hill Borough Police Department, PA,1
San Diego County State Traffic Force, CA,1
Emmetsburg Police Department, IA,1
Martin County Sheriff's Office, KY,1
Lott Police Department, TX,1
Van Lear Police Department, KY,1
Poor Fork Police Department, KY,1
Hopkins County Police Department, KY,1
Dallas County Sheriff's Office, AL,1
Coconut Grove Police Department, FL,1
Wagener Police Department, SC,1
Brown County Sheriff's Department, OH,1
Casper Police Department, WY,1
Butts County Police Department, GA,1
Andover Police Department, MA,1
Lewistown Police Department, MT,1
Dale Police Department, IN,1
Pend Oreille County Game Commission, WA,1
Wetumka Police Department, OK,1
Iowa City Police Department, IA,1
Hazel Crest Police Department, IL,1
Bay Village Police Department, OH,1
Winegar Constable's Office, WI,1
Chautauqua County Sheriff's Office, KS,1
Warren County Sheriff's Department, IN,1
Jefferson County Sheriff's Department, WV,1
Washington Police Department, NC,1
Champaign County Sheriff's Department, OH,1
Cameron County Constable's Office - Precinct 7, TX,1
Crow Nation Tribal Police Department, TR,1
Carlinville Police Department, IL,1
Garden County Sheriff's Office, NE,1
Isanti Police Department, MN,1
Pawhuska Police Department, OK,1
Briarcliff Manor Police Department, NY,1
Westville Police Department, OK,1
Sultan Police Department, WA,1
Gore Police Department, OK,1
Lancaster Police Department, PA,1
Breese Police Department, IL,1
Albemarle Police Department, NC,1
Beggs Police Department, OK,1
Hinsdale Police Department, IL,1
Arcadia Police Department, CA,1
Ocean City Police Department, NJ,1
South West City Police Department, MO,1
Bloomsburg Police Department, PA,1
East Bethlehem Township Police Department, PA,1
Kingston Police Department, OK,1
Suisun City Police Department, CA,1
Pickens County Police Department, GA,1
North Fort Worth Police Department, TX,1
Martin Police Department, KY,1
Lincoln County Constable's Office, WV,1
Stevens County Sheriff's Department, WA,1
Oak Creek Police Department, CO,1
Jefferson County Sheriff's Office, OK,1
Magee Police Department, MS,1
Bienville Parish Sheriff's Office, LA,1
Pottsville Police Department, PA,1
Gillespie County Sheriff's Office, TX,1
Custer City Police Department, OK,1
Wausau Police Department, WI,1
Fordson Police Department, MI,1
Grant County Constable's Office, IN,1
Campbell County Constable's Office, KY,1
Union County Park Police Department, NJ,1
Oil City Police Department, PA,1
Harris County Community Supervision and Corrections Department, TX,1
Knott County Fiscal Court, KY,1
Kern County State Traffic Force, CA,1
Coal Grove Police Department, OH,1
Routt County Sheriff's Office, CO,1
Van Alstyne Police Department, TX,1
Temple Police Department, OK,1
Warren County Sheriff's Office, NC,1
Duluth, Missabe, and Northern Railroad Police Department, RR,1
North York Borough Police Department, PA,1
Utica Police Department, MI,1
Pratt Police Department, KS,1
Ashland Police Department, VA,1
Cambridge City Police Department, IN,1
Hancock County Sheriff's Office, WV,1
Luzerne Borough Police Department, PA,1
Petersburg Police Department, MI,1
Harbor View Police Department, OH,1
Wolf Township Constable's Office, OK,1
Dallas County Constable's Office - Precinct 7, TX,1
Hamilton Marshal's Office, WA,1
Spring Valley Township Constable's Office, KS,1
Bellingham Police Department, WA,1
Hancock County Sheriff's Office, IA,1
Winter Park Police Department, FL,1
Anderson County Constable's Office - Precinct 1, TX,1
Cheyenne County Sheriff's Office, NE,1
Chambers County Constable's Office - Precinct 5, TX,1
Dyersville Police Department, IA,1
Nevada City Marshal's Office, TX,1
Fall River Marshal's Office, KS,1
Catahoula Parish Sheriff's Department, LA,1
Columbiana County Sheriff's Office, OH,1
Perry County Sheriff's Department, MO,1
Madison County Sheriff's Office, NC,1
Highland Police Department, IL,1
Beckham County Sheriff's Office, OK,1
Hobart Police Department, OK,1
Cedar County Sheriff's Department, IA,1
Sterling Police Department, IL,1
Murray County Sheriff's Office, OK,1
Jackson County Sheriff's Office, OK,1
Murphy Police Department, NC,1
Otoe County Sheriff's Department, NE,1
Kirksville Police Department, MO,1
Carter County Sheriff's Office, OK,1
Carthage Police Department, MO,1
Northbridge Police Department, MA,1
Baraboo Police Department, WI,1
Pennsylvania State Constable - Beaver County, PA,1
Crawford County Sheriff's Department, OH,1
East Peoria Police Department, IL,1
White County Sheriff's Department, IN,1
Thayer Police Department, MO,1
Winchester Police Department, IN,1
Tarrant County Constable's Office - Precinct 5, TX,1
Mabton Police Department, WA,1
Lake Geneva Police Department, WI,1
Blaine County Sheriff's Office, OK,1
Ingram Borough Police Department, PA,1
Wood County Sheriff's Department, WI,1
Iroquois County Sheriff's Department, IL,1
Ware County Police Department, GA,1
Minburn Police Department, IA,1
Asotin County Sheriff's Department, WA,1
Madison Police Department, GA,1
Ridley Park Borough Police Department, PA,1
Neillsville Police Department, WI,1
Neptune Township Police Department, NJ,1
Bernardsville Police Department, NJ,1
Russell County Constable's Office, KY,1
Clay County Sheriff's Department, IN,1
Nampa Police Department, ID,1
Bound Brook Police Department, NJ,1
Atkinson County Sheriff's Office, GA,1
Westville Police Department, NJ,1
Lea County Sheriff's Department, NM,1
Stephens County Constable's Office - Precinct 1, TX,1
Rock Creek Constable's Office, NC,1
Ross Township Police Department, PA,1
Plumas County Sheriff's Office, CA,1
Purcell Police Department, OK,1
Harrisburg Police Department, IL,1
Elwood Police Department, IN,1
Dwale Police Department, KY,1
Dolton Police Department, IL,1
De Smet Police Department, SD,1
Seven Hills Police Department, OH,1
Hayward Police Department, WI,1
Town of Clintwood, VA,1
Walla Walla Police Department, WA,1
Fort Calhoun Police Department, NE,1
Swisher County Sheriff's Department, TX,1
Watertown Police Department, CT,1
Longton Police Department, KS,1
Medford Police Department, OR,1
Titus County Constable's Office - Precinct 8, TX,1
Sedro-Woolley Police Department, WA,1
Limestone County Constable's Office - Precinct 5, TX,1
Hammond Police Department, LA,1
Ripley Police Department, OH,1
North Wilkesboro Police Department, NC,1
Boone County Sheriff's Department, MO,1
Alma Police Department, AR,1
Suffern Police Department, NY,1
Hope Police Department, ND,1
Willow City Police Department, ND,1
Atlanta and West Point Railroad Police Department, RR,1
South St. Paul Police Department, MN,1
Selmer Police Department, TN,1
Langlade County Sheriff's Office, WI,1
Sand Springs Police Department, OK,1
Beattyville Police Department, KY,1
Freeport Police Department, NY,1
Granger Police Department, TX,1
Minidoka County Sheriff's Department, ID,1
Clearwater Police Department, KS,1
Kanawha County Constable's Office - Washington District, WV,1
Tom Green County Sheriff's Office, TX,1
Fergus Falls Police Department, MN,1
Crossville Police Department, TN,1
Bellevue Borough Police Department, PA,1
Lock Haven Police Department, PA,1
Wisconsin Department of the Treasury - Beverage Tax Division, WI,1
Jackson County Sheriff's Department, KY,1
Stoughton Police Department, WI,1
Newton Police Department, NJ,1
Chicago and Illinois Midland Railroad Police Department, RR,1
Beaver Borough Police Department, PA,1
Hatboro Borough Police Department, PA,1
Midland County Sheriff's Office, MI,1
Boone County Sheriff's Office, IN,1
McKinley County Sheriff's Department, NM,1
Burkburnett Police Department, TX,1
Conway Borough Police Department, PA,1
Oklahoma City Justice of the Peace, OK,1
Santa Rosa Police Department, CA,1
Dunsmuir Police Department, CA,1
Miles City Police Department, MT,1
Coffee County Sheriff's Department, TN,1
Rosalia Police Department, WA,1
Glens Falls Police Department, NY,1
Western Pacific Railroad Police Department, RR,1
Newport Police Department, WA,1
Cameron Police Department, TX,1
Emery Police Department, SD,1
Teton County Sheriff's Department, MT,1
Lindsay Department of Public Safety, CA,1
Norwood Borough Police Department, PA,1
Twin Falls County Sheriff's Office, ID,1
Summit Police Department, IL,1
Merkel Police Department, TX,1
Tazewell County Circuit Court, VA,1
East Brunswick Department of Public Safety, NJ,1
Manchester Police Department, KY,1
Wayne County Constable's Office, KY,1
Tiptonville Police Department, TN,1
Phelps Police Department, KY,1
Shelby County Constable's Office - Precinct 8, TX,1
Fort Fairfield Police Department, ME,1
Liberty Township Constable's Office, CA,1
White Springs Police Department, FL,1
Sheboygan Police Department, WI,1
Athol Police Department, MA,1
Marked Tree Constable's Office, AR,1
Lawrence County Sheriff's Office, AL,1
Henderson County Constable's Office - Precinct 8, TX,1
Lancaster Police Department, SC,1
El Dorado Police Department, AR,1
Cass County Constable's Office - Precinct 5, TX,1
McDowell Police Department, KY,1
Montgomery County Sheriff's Office, KS,1
Damascus Police Department, GA,1
Mountain City Constable's Office, NV,1
Woonsocket Police Department, RI,1
United States Department of Defense - Fort Bragg Conservation Law Enforcement, US,1
Boone County Constable's Office, WV,1
Rusk County Constable's Office - Precinct 3, TX,1
Gaffney Police Department, SC,1
Huntersville Police Department, NC,1
Estill Police Department, SC,1
Southington Police Department, CT,1
Frenchtown Police Department, NJ,1
San Patricio County Constable's Office - Precinct 2, TX,1
Westfield Police Department, NJ,1
Jamestown Police Department, TN,1
Knoxville Police Department, IA,1
Central of Georgia Railroad Police Department, RR,1
Hazleton City Police Department, PA,1
Verona Police Department, NJ,1
Sullivan County Twelfth District Constable's Office, TN,1
East Millinocket Police Department, ME,1
Worthington Police Department, MN,1
Ellis County Constable's Office - Precinct 1, TX,1
Hamilton County Sheriff's Department, IA,1
Mason Police Department, MI,1
Clyde Police Department, OH,1
Halifax County Sheriff's Office, VA,1
New Miami Police Department, OH,1
Coventry Police Department, RI,1
Gray County Constable's Office - Precinct 2, TX,1
Colerain Police Department, NC,1
Hasbrouck Heights Police Department, NJ,1
Burgaw Police Department, NC,1
New Holland Borough Police Department, PA,1
Athens Borough Police Department, PA,1
Lewes Police Department, DE,1
Tuttle Police Department, OK,1
Calumet City Police Department, IL,1
Mancos Police Department, CO,1
Marion County Constable's Office - Precinct 4, TX,1
Lumpkin County Sheriff's Office, GA,1
Buckhannon Police Department, WV,1
Calistoga Police Department, CA,1
Oyster Bay Cove Police Department, NY,1
Olney Police Department, IL,1
Galion Police Department, OH,1
Southport Police Department, NC,1
Alcester Police Department, SD,1
Upland Police Department, CA,1
Dumas Constable's Office, AR,1
Hamblen County Sheriff's Office, TN,1
Escambia County District One Constable's Office, FL,1
San Patricio County Constable's Office - Precinct 1, TX,1
Weatherford Police Department, OK,1
Sevierville Police Department, TN,1
Story County Sheriff's Department, IA,1
Breathitt County Constable's Office, KY,1
Abington Police Department, MA,1
Grayson County Sheriff's Office, KY,1
Eddy County Sheriff's Department, ND,1
Chilton Police Department, WI,1
Morehead Police Department, KY,1
Creedmoor Police Department, NC,1
Savannah Police Department, TN,1
Stonewall County Constable's Office - Precinct 1, TX,1
Oneonta City Police Department, NY,1
Millington Police Department, TN,1
Kermit Police Department, WV,1
Warren County Sheriff's Department, TN,1
Wabash Police Department, IN,1
United States War Department - New York Port of Embarkation Police, US,1
Parma Police Department, MO,1
Middlesex County Sheriff's Department, NJ,1
Park Rapids Police Department, MN,1
Kenbridge Police Department, VA,1
United States War Department - Naval Civilian Police, US,1
